16.12.2020 12:33:02;16.12.2020 12:33:02;1800.0;1500.0;600.0;85800.0;73200.0;79800.0;227.0;229.0;225.0;0.999;0.999;0.999;;;;;;;;;;;;;17
16.12.2020 13:33:08;16.12.2020 13:33:08;-900.0;300.0;1200.0;83100.0;75900.0;85500.0;228.0;228.0;224.0;-0.999;0.999;0.999;;;;;;;;;;;;;28
16.12.2020 14:00:02;16.12.2020 14:06:12;600.0;2100.0;6900.0;87900.0;80700.0;85200.0;227.0;229.0;224.0;0.999;0.999;0.997;38582.609;35243.477;35830.434;85982.60966666666;81939.12466666666;87482.60966666666;224.87;226.217;224.13;0.911;0.916;0.923;27
